review_ID,review_name,reviewers_name,review_rating,review_date,review_text,pos_neg
R1KE7GAZF6GEU0, Not recommend for side sleepers.,JJF,1,24-Sep-19,"I don't recommend these pillows. I wake up every day with neck pain. These are very firm and can't be returned to it's original shape.

UPDATE: very bad pillows. They are completely amorphous now.",negative
RIJODP8UCGAAV, Five Stars,trupi,5,29-Jun-17,"nice, and fluffy. The pillow's material is soft and cuddly.",positive
R37ZA2AIM2NXDG, THUMBS UP. I AM ORDERING MORE,Alice J.,5,24-Nov-20,Best night sleep I have in a long time.,positive
R1MNGVJ6XZBQPP, Not sure why these have good reviews,Takesha Smith,2,4-Sep-19,These pillows were worse than the ones I want to replace. They aren't full at all.,negative
RS4Y5CLZLWJJO, thumbs up,Amazon Customer,5,26-Oct-18,Great pillow.,positive
R368FPKPAG58O6, Junk pillows,Michael Rodocker,1,23-Sep-20,These things suck. Stuffing balls up in a couple months and very uncomfortable,negative
R1OWSL7PIPAUU, Mold and mildew!,Jabrea,1,5-Jun-20,Product arrived with mold and mildew stains!!,negative
R3PCYVCVL2I8CN, I love these pillows!,Alicia,5,18-Oct-18,Great pillows!,positive
R2EEWVTLKONCYF," Nice, but not for me",Amazon Customer E.R.,3,3-Aug-19,The pillow is nice but too full for me. I need something a little less firm. I’m a side sleeper and sometimes sleep on my stomach. I’m also pretty petite (5’ ) and need something that will deflate some.,neutral
R2NF3GK3ETHHJU, Not Firm,S,1,26-Jan-21,The pillow is so soft. The problem is I ordered a firm pillow.,negative
R38C9YLQ6RCUAI, Awesome sleep,Joshua W. Walker,5,16-Feb-21,Great pillow luv it,positive
RVW24UMDZTCU0, Great Pillows! Must buy!!,TJ,5,2-Nov-19,These pillows are very soft and comfy to sleep on.,positive
R25Q4L7ADIHNIL, I can store one easily in my hallway closet,Evelyn Cutler,5,21-Jan-18,"I was surprised how big they were. When they first arrived I couldn't figure out what size I had ordered. It didn't Dawn on me that they would be shipped deflated. I can store one easily in my hallway closet, while I am using the other. It is a very nice full firm pillow. Thanks.😀",positive
R2GKUN0N4CJ49O, What's not to like about them,Leon Culmer,5,19-Dec-18,Soft and comfortable,positive
R39GD0K4WVUCZZ, Wow what a pillow,Amazon Customer,5,1-Nov-20,"If ur looking for heaven clouds under ur head, this may be the closet thing to it.",positive
R2GKNNEBOKRXQ2, Flat pillows,Karen,1,9-Oct-19,These are flat I would waste the money,negative
R22PUM1D3EYLN5, Fluffy,Amazon Customer,5,20-Oct-20,Great pillow don’t get flat easily. My daughter had to order her a set.?,positive
R2K5J65VZ7DP78, Bang for buck,Bobby Smith,5,31-Mar-21,Ive bought 8 of these. Very comfortable long lasting pillows.,positive
RE0WMQDA7NYZX, Good,jenelle,5,16-Sep-20,Maybe a bit to fluffy nut still good,positive
RZ6LCNT2OPFLP, I love soft and fluffy pillows,Kelly Neal,5,14-Nov-18,"From the moment they arrived, I have been enjoying them and I sleep so much better! Great choice and good price.",positive
R1IQ4N78NCOPT9, Love these,Leah,5,3-Mar-21,I’ve had these pillows for a few months now and they are holding perfectly. Easy to fluffy and help me have a good night sleep.,positive
R1L3M2YY8MP9L5, You need to know,Amazon Customer,3,5-Sep-20,They are just too soft wish it had a little more support,neutral
R16XN8GVLJYO56, Pillows,Sal,1,7-Jan-19,These pillows are nothing what I thought I was getting. They do not hold shape. I made a mistake in buying them. Sorry,negative
R25I772UYETLPI, Excelentes,Jeury N.,5,27-Aug-19,Muy cómodas recomendadas.,positive
R8F8L488OPWE1, Comfy!,Britney Coronel,5,10-Apr-21,These pillows are meant to be squishy! I love them! Definitely worth it.,positive
R3UBZDD98V3BTG, I do not recommend in King Size,Sigfredo Guzman,1,8-Apr-20,Terrible product. I ordered them in a queen a couple of years back and they're still great. King size are so flat and overall like sleeping on a pile of folded up bedsheets.,negative
R2DWHJEZ6T0T9Q, Good product,Veronica Easton,4,20-Oct-20,Just the right amount of firmness,positive
R1U8DXQ4C6JRN1, Five Stars,No filter honest reviewer,5,7-Mar-18,Perfect for our guest room pillows. Nice and fluffy!,positive
R1MSXWBFZJB727, Good for sleeping,Beth,5,7-Mar-21,Nice and soft,positive
RLPATSAEW10DD, Wasn’t what I expected.,Bridget,1,22-Jul-21,One of the pillows is very soft and has to be folded to get any stiffness.,negative
RM0UX61LDEULS, Good support,DynSolutions,5,17-Jun-19,Great head and neck support,positive
R23DUJY8F9VNYG, Would buy again.,benjamin,5,17-Apr-19,So far so good. Am impressed.,positive
R7UWBQVDU74LA," You can't beat the price, for the comfort you get.",Amazon Customer,5,17-Sep-18,These pillows are great. They fluffed right up after opening the plastic covering them. Then we followed directions by placing them in the dryer which fluffed them up even more. No odor to them.,positive
R3VVWSM71VI2HX, Defective item,Rana Hanno,1,14-Jul-21,2 pillow came with the damage shown in the picture. Do not recommend buying!,negative
RHXY4F9FOFA4W, Five Stars,Ethan,5,30-Oct-17,These don't lose their bounce!,positive
R1KYDSSSF4KV2D, Five Stars,John F,5,28-May-18,This pillows were perfect for my neck,positive
R1BCEC3OSP2WTP, Amazing Quality!!,DiFerrer,5,10-Feb-20,Best pillows ever. Need to buy for my king size bed. Amazing!!,positive
R2QYRLRBEFCUYR, MY FAVORITE PILLOWS - Medium thickness,Kyle T.,5,24-Aug-18,I'm new to the pillow game...but I bought these and have been very happy! I also purchased a set of memory foam pillows and these pillows are much thicker ...I'd call them medium thickness. I'm very happy with these pillows!!!!,positive
R2Y3WC23Q7JP95, Three Stars,Vicki Lucas,3,18-Dec-17,"these aren,t queen size they are double and they are not quilted",neutral
R3HRWZ1Y8CX4RY, Worth the purchase,Ylonda Blakney,5,9-Feb-20,Comfy!! A great buy,positive
R3MO0LU1DQHAIN, Comfortable,Antonio,5,4-Apr-21,"Very softly and comfortable, good for price and quality",positive
R36IL6ZZDSRX90, Perfect pillows,Christopher Crewe,5,4-Mar-19,"My new favorite pillows. So comfy, and lots of loft.",positive
R1A0Y6IF44OFDK, Very comfortable,Carol Jones,5,24-Mar-21,These pillows are very comfortable I would buy these pillows again for my spare bedroom.,positive
RN1W71DRNSN32, I'm so sleepy,Mike V.,2,27-Jun-19,Can't sleep I toss and turn all night.,negative
RR5N5RAX7ZVWX, ..,Liz,3,10-Feb-19,Says extra firm but is not,neutral
R1CLLAF45FGTBS, Comfy fir back ir suze sleeper,Fabian G,4,12-Aug-18,Nice pilliws for prze.,positive
RHBA24U3H04D2, Hotel quality,Kindle Customer,5,2-Apr-18,Pillows are a dream to sleep on.. Love them.,positive
RXZKIEEBBUA4A, Sleep,Jim Morris,4,21-Nov-18,Good,positive
R2WFKM8LKHYKOW, Big Pillows,Kindle Customer,5,4-May-20,"I like them, not LOVE, but might possibly by again.",positive
R5OFRA2RQMEBK, Five Stars,ruby clark,5,12-Dec-17,Comfy,positive
R387WOB50E4FFY, No support,Shannon Millar,1,20-Sep-20,Pillows start out soft but completely collapse and give no support during the night. I needed an additional pillow under this pillow for support.,negative
R3FS3N9NQMMEDP, Missing pillow case,Shawanajbb,4,26-Feb-19,"It was good but was missing a pillow cover , luckily I bought another set for my bed so I’m not too worried about it",positive
R17VFVLEHYJ4KW, Worth it,RJ,5,25-Jun-20,Its very softy and good,positive
R133TS48Z42ANA, They ok,Theresa,3,26-Sep-20,The pillows flatten out pretty quick but bf likes his pillows folded so works out 🤷🏻‍♀️,neutral
R3U2J7BXVOE32Z, Perfect,BJAH,5,21-Feb-19,So soft and fluffy,positive
R2ROTNVEJ649PC, Awesome,Ramón Antonio Esqueda,5,12-Feb-21,My wife is really happy.. (Sleep quality),positive
R28TOCRPN8670K, No support,Anonymous,1,16-Oct-19,Terrible Pillow for this price. $5.00 pillow at big lots are better,negative
R3OB3C0XNUYJXN, Five Stars,Gigi,5,7-Jun-18,Excellent product. Very plush.,positive
R1DGVY1BJG5LGG, Stuffing coming out the seems,Tamekica Torres,2,30-Mar-21,Not worth the money pillows are soft but the stuffing is coming out the seems already,negative
R5216FWN6WM6Z, Five Stars,LovingRomance,5,7-Apr-18,Pillows showed up on time and as described,positive
R3NPAKK4VJNHLA, My pillow,ken,5,8-Feb-19,This is the best pillow I have ever had,positive
R8Z1KBQLGBVEF, Doesn’t last.,JW303,2,22-Jul-21,Comfi but has a hole at seam after 35 days.,negative
R3CMFM362734JQ, back & side sleeper comfort,Jason Hylton,5,10-Feb-21,Great pillows for no however you sleep. Great value!,positive
R1S6WZVJNMXDEG, Firm,Sierra Laing,5,29-May-19,"Might be a little too firm for me. But the quality is great! Packaged nicely, fluffed up quickly, and sleep was sound.",positive
RU65TFIXZMPUN, Good and bad,Liz,3,11-Jun-20,"Great pillow for comfort, but too long for a standard quality king size pillow case.",neutral
R3UMFASNGNCM9O, Don’t like,melissa cooter,3,5-Apr-21,Don’t really like them 🤦‍♀️😩,neutral
R1T15WEF7F0AGB, very comfortable,Jane,5,24-Mar-21,"very comfortable,like this pillow type",positive
R1RAC73K81U4MQ, Firm but comfy,Vanessa Bustos,5,7-Jul-21,Very fluffy and not hard. Great,positive
R2O9TTWGO8LQT4, I wish to return them....,Rmiranda,3,6-Sep-19,"I don't like them to much, I was looking something firm, I have to use two pillow to get comfortable as side sleeper, :(",neutral
R2MKUQR5UQ63AU, Firm but soft,nubbyfeet,5,16-Oct-17,"Firm but soft - love this pillow, glad I purchased it. It arrived on time.",positive
R21IE0D0ZCLZUY, Pillow is of good quality but it was far to firm for what ...,Phillip M.,2,7-Mar-18,Pillow is of good quality but it was far to firm for what I was looking for. Leaves me with neck pain.,negative
R1QNXTOTDFP0LP, Don’t buy,Tk77,1,24-Apr-21,I would give no stars if I could. Horrible purchase. Pillow came dirty. Disgusting.,negative
R29BPAXPI686FJ, Poor quality,Hailey,1,28-Feb-20,There is no support at all. The pillows didnt even fluff up I left them out for 24 hours and nothing. Very disappointed.,negative
R16RCF8A018BG6, Smothering,Matia Zupan,1,18-Mar-18,Smothered my face making it more difficult to breathe. Returning.,negative
R2UA8DBNOSKH8S," If you are a side sleeper, these pillows are ...",Julie,2,26-Apr-18,"If you are a side sleeper, these pillows are too fat -- I woke up every morning with a neck ache. Would not buy them again if you are a side sleeper which they were advertised for.",negative
R1JPTBLR2J969X, poor,Ash,1,3-Dec-21,don’t bother wasting your money on this. trust all the negative reviews.,negative
R1RH329UJNT0WU, Super comfy,Amy Marino,5,13-Mar-19,Super comfy!,positive
R3LKWZEMTAO4MU, Fantastic for the first week,Wally,4,22-Apr-18,"Fantastic for the first week, then it needs to be scrunched up to return to a good pillow. I mean really scrunched up.",positive
RZQM2WQZGPT1F, Four Stars,Shawn W,4,10-Aug-18,Works as described.,positive
ROVBM0DBVZQ3D, Comfortable!!!,Amazon Customer,5,3-Mar-21,"Best pillow to date, side and back sleeper.",positive
R1KEA8QFBMZQN, ... Just okay,Customer Name ;-),3,18-Apr-20,"Perfect size for my bed, but the quality is just meh. Not a lot of support.",neutral
RYPKJDKWLCPH5, Love my pillows,Sofia Smith,4,30-Oct-20,Love my new pillows. I will buy more!,positive
RQ5V806LXAERP, Five Stars,Lynette Reddick,5,28-Sep-17,Very soft and fluffy - love the pillow,positive
RRDQ10H1XGJCM, Nice,Denise Rivers,5,16-Oct-20,It does what I bout it for. Comfortable.,positive
RGV4STHMZV1FN, Very comfortable.,Bob,5,7-Oct-18,Very comfortable. I bought a set of these and two other more expensive pillows and I like these better.,positive
R4XDOSY5LMW5M, My hubby uses the other one it comes with two,marissa k,5,3-Sep-19,I love the pillow,positive
R2DTE9JIBYBAR8, Great buy,An Dinh,5,5-Sep-18,I just had it for a few days and so far so good - I like the pillow a lot and it’s soft but firm to support my neck. Not sure about durability but I hope it lasts long,positive
R3RCO6HQAAB621, Helped position my neck,Amazon Customer,5,6-Jan-19,"The pillows are awesome, the best I have had in many years. They really help me with neck pain",positive
R142BRZGIRNEF1, Four Stars,Linda Baker,4,11-Sep-18,Comfy pillows,positive
RU9QOLTA9EYZA, Perfect,Vanessa Elmore,5,11-Oct-18,Perfect,positive
R1PWU7L5SLIU0X," too soft, not enough denisity",Pam,2,1-May-17,they were to soft and don't hold up well.,negative
R149F6V7RQVTJT, Great quality.,Amazon Customer,5,12-Sep-18,These pillows are amazing and a great value.,positive
RE2R2FAF53YBP, Five Stars,Justin W Schuman,5,27-Dec-17,Good pillow,positive
R3VXD58IQUOBLP, Not for long term use . Clumps after a couple of months .,Jose Acosta,3,27-Jul-20,Works great for the first 6months . You can always refluff the pillow . After 6 months the inside cotton started clumping up.,neutral
RU4UQN245ZHIB, Five Stars,anthony williams,5,16-Sep-17,Really nice comfortable pillows.,positive
R5BZXCN5F4IGV, good pillows,Carol J,5,7-Jul-20,Better than we thought they'd be. Soft yet firm and flexible.,positive
R2P1EJK3AL54B2, Plan to buy more.,JULIEN,5,15-Apr-19,Very happy best quality for pillows.. ⭐️⭐️⭐️⭐️⭐️👌🏼,positive
RCYG67AQMTJS6, Eh,Amazon Customer,2,22-Apr-20,Not as comfortable or as soft as I hoped... didn’t have the best sleep. My neck was kind of stiff.,negative
RAFJE2LXDA505, too soon to tell,June A Randall,4,19-Jan-19,I just received the pillows. They appear to be very lovely - but a bit too soon to tell. Thank you,positive
R31D5IF457HQ6P, so soft,CZT,5,27-Mar-18,Very soft and comfy! Love these pillows.,positive
R1ZXB3DJDC2P86, Soft,Amazon Customer,5,4-Oct-20,"My husband needed new pillows. I tried all kinds of different types. Yours worked.
Thanks",positive
R21SS01X5XT7UE, They feel good,launette turner,5,11-Sep-20,I simply love my new pillows. I'm going to order 2 more real soon.,positive
R2LOPGNTTVSB4P, Five Stars,Kevin,5,28-Mar-18,it's always nap time with these pillows,positive
R3URS9GK7V62E6, good pillows,joshua l,5,31-Oct-18,very fluffy and good,positive
R29WT39ST2QNVS, Best pillows I ever bought,Melissa,5,11-Jul-20,Thick and soft,positive
R3FU6I7B766Z6J, Sleep well,andre d.,5,21-Jan-21,Great customer service an awesome pillows,positive
R3FE9H835C6RGF, Too soft. No support.,Amazon Customer,1,26-Jan-20,Too soft. No support.,negative
R34K1XAJHY20N3, Exactly what I was looking for,Chris Carmichael,5,24-Jun-21,Great pillows. Soft and cool. Would buy again,positive
R3UKXUGDTDKWZJ, Five Stars,Ellen Ramsey,5,6-Oct-17,I love them.,positive
R1NVDCE2XMQ4CQ, Love it!,joyann bartholomew,5,18-Sep-18,I love it. Better than what I had before and I have no neck pain since I’ve been sleeping on it since July/2018.,positive
R2Z0J9TLVWYFUQ, NICE PILLOW'S,william moore jr,5,3-Oct-21,NICE PILLOW'S,positive
R16EF5H7PAYBCN, Perfect pillows.,Corey Williams,5,20-Nov-20,I sleep like a baby on these.,positive
R2Y33W6C2WK2CZ, Five Stars,Victoria P.,5,5-Jul-18,Wonderful pillows. Large!,positive
R36WRJCRD0RKI5, Five Stars,Jeff,5,18-Sep-17,"Very comfortable pillows; with a little effort, they fluffed up much faster than the instructions said",positive
R2ZOYHCEF8V20N, Buy it,Juan,4,25-Jul-18,Love these pillows,positive
R17JSUM4CQLRSR, Too much fluff-a-stuff,Robert L,3,14-Nov-17,"Decent pillows so far, but they are thick and fluffy. Personally, not a fan (I like the thin and fluffy). I'll update 1 yr.

3 years later: These pillows are still fluffy. I'm slightly annoyed haha. If you like fluffy pillows these are great, just not for me.",neutral
R1GPCH3LFTOQIY, Very good deal,Scott L,5,28-May-18,"Very decent pillow for the price. Plush but firm, which is very important I think. Many pillows at the same price are simply too thin and hold very little plushy material at all, leading to your head laying at an uncomfortable angle. These pillows are now my go to budget pillows.",positive
